Date,Origin_Prefecture,Destination_Prefecture,Vehicle_Type,Cargo_Weight_Tons,Status
2023-04-02,宮城県,東京都,Large_Truck,14.6,Delayed
2023-10-25,愛知県,広島県,Refrigerated,8.6,Delayed
2023-06-22,広島県,大阪府,Large_Truck,7.7,On_Time
2023-12-31,宮城県,愛知県,Medium_Truck,33.8,On_Time
2024-01-20,北海道,福岡県,Light_Van,8.1,Delayed
2023-04-17,東京都,広島県,Medium_Truck,24.8,Delayed
2023-09-29,東京都,北海道,Medium_Truck,18.0,On_Time
2023-06-17,広島県,北海道,Light_Van,11.4,On_Time
2023-10-21,北海道,愛知県,Large_Truck,20.1,Delayed
2023-05-04,福岡県,愛知県,Light_Van,4.9,Delayed
2023-04-26,愛知県,北海道,Refrigerated,17.7,On_Time
2024-01-11,大阪府,北海道,Medium_Truck,17.0,On_Time
2023-04-02,福岡県,北海道,Light_Van,24.9,Completed
2023-06-06,宮城県,大阪府,Refrigerated,7.5,Completed
2023-05-20,宮城県,大阪府,Light_Van,15.4,Completed
2023-04-07,大阪府,宮城県,Large_Truck,23.8,Completed
2023-01-19,宮城県,大阪府,Medium_Truck,8.8,On_Time
2024-01-25,宮城県,東京都,Large_Truck,21.1,Delayed
2023-03-22,大阪府,愛知県,Refrigerated,15.2,Completed
2024-01-17,北海道,愛知県,Large_Truck,2.6,Completed
2023-09-23,福岡県,宮城県,Medium_Truck,14.7,Delayed
2023-07-21,大阪府,愛知県,Light_Van,24.7,Completed
2023-04-13,福岡県,広島県,Refrigerated,5.4,On_Time
2023-07-25,福岡県,北海道,Light_Van,23.8,Delayed
2023-10-03,福岡県,広島県,Refrigerated,13.6,On_Time
2023-04-10,福岡県,大阪府,Large_Truck,17.8,Delayed
2023-01-11,北海道,大阪府,Light_Van,9.7,Completed
2023-03-27,大阪府,東京都,Large_Truck,33.3,On_Time
2023-09-05,宮城県,大阪府,Refrigerated,19.1,Completed
2023-05-06,宮城県,広島県,Refrigerated,9.3,On_Time
2023-01-13,東京都,福岡県,Medium_Truck,13.1,On_Time
2023-05-04,東京都,福岡県,Light_Van,13.6,Delayed
2023-12-19,東京都,福岡県,Medium_Truck,35.5,Completed
2023-12-18,宮城県,福岡県,Medium_Truck,14.3,On_Time
2023-04-19,北海道,福岡県,Refrigerated,15.3,Delayed
2023-05-04,北海道,宮城県,Medium_Truck,21.2,Completed
2023-07-12,福岡県,愛知県,Light_Van,15.0,On_Time
2023-08-16,福岡県,大阪府,Refrigerated,1.2,Completed
2023-12-27,宮城県,北海道,Large_Truck,28.1,Delayed
2023-02-22,宮城県,福岡県,Refrigerated,21.9,Delayed
2023-01-26,北海道,愛知県,Large_Truck,7.2,Delayed
2023-12-18,愛知県,北海道,Medium_Truck,8.3,Completed
2023-07-14,福岡県,広島県,Refrigerated,4.0,Delayed
2023-02-13,大阪府,広島県,Light_Van,24.2,Completed
2023-03-24,北海道,大阪府,Light_Van,16.6,Completed
2023-10-22,東京都,北海道,Large_Truck,4.6,Completed
2023-03-11,大阪府,東京都,Refrigerated,19.8,Delayed
2023-10-16,宮城県,北海道,Refrigerated,9.1,On_Time
2023-09-12,宮城県,大阪府,Large_Truck,4.6,Completed
2023-02-25,宮城県,福岡県,Refrigerated,1.0,On_Time
2023-07-07,東京都,広島県,Light_Van,12.5,Completed
2023-07-18,広島県,北海道,Light_Van,20.6,Delayed
2023-11-04,福岡県,宮城県,Light_Van,22.5,On_Time
2023-11-08,福岡県,東京都,Refrigerated,15.1,Delayed
2023-08-05,大阪府,宮城県,Medium_Truck,16.0,Completed
2024-01-02,北海道,東京都,Large_Truck,11.2,On_Time
2023-10-28,東京都,愛知県,Large_Truck,20.3,On_Time
2023-06-30,福岡県,東京都,Light_Van,19.4,Completed
2023-06-20,東京都,北海道,Refrigerated,6.5,On_Time
2023-05-01,愛知県,宮城県,Large_Truck,19.3,On_Time
2023-06-29,愛知県,東京都,Large_Truck,4.1,Delayed
2023-03-31,大阪府,宮城県,Refrigerated,6.4,Delayed
2023-10-02,広島県,大阪府,Light_Van,8.3,Delayed
2023-01-30,広島県,大阪府,Large_Truck,10.7,Completed
2023-09-02,広島県,大阪府,Medium_Truck,7.6,On_Time
2023-01-15,愛知県,大阪府,Large_Truck,22.4,On_Time
2023-10-15,広島県,福岡県,Large_Truck,24.5,On_Time
2023-12-08,北海道,福岡県,Refrigerated,31.0,Completed
2024-01-30,宮城県,東京都,Light_Van,4.8,Completed
2024-01-10,北海道,宮城県,Light_Van,15.2,Delayed
2023-11-15,東京都,大阪府,Refrigerated,9.8,Completed
2023-02-18,大阪府,宮城県,Light_Van,5.5,Completed
2023-12-01,大阪府,宮城県,Medium_Truck,23.8,Delayed
2023-06-24,福岡県,北海道,Large_Truck,5.2,On_Time
2023-10-29,東京都,福岡県,Light_Van,4.6,On_Time
2023-11-29,広島県,大阪府,Medium_Truck,13.7,Delayed
2023-08-27,北海道,愛知県,Light_Van,10.5,Completed
2023-08-29,北海道,宮城県,Large_Truck,2.3,Completed
2023-02-24,広島県,北海道,Medium_Truck,8.6,Delayed
2023-07-08,北海道,宮城県,Large_Truck,6.5,On_Time
2023-07-09,福岡県,宮城県,Refrigerated,23.8,Delayed
2023-03-29,宮城県,東京都,Refrigerated,31.4,Completed
2023-10-24,北海道,東京都,Refrigerated,22.1,On_Time
2023-03-07,広島県,福岡県,Medium_Truck,22.1,On_Time
2023-07-23,広島県,北海道,Large_Truck,4.8,Completed
2023-11-28,広島県,大阪府,Refrigerated,11.4,Completed
2023-11-24,福岡県,広島県,Large_Truck,17.8,Completed
2023-06-10,愛知県,広島県,Refrigerated,1.2,Completed
2023-05-23,大阪府,東京都,Large_Truck,16.8,Delayed
2023-12-17,愛知県,東京都,Refrigerated,7.4,On_Time
2023-08-23,愛知県,東京都,Refrigerated,19.7,Completed
2023-05-03,宮城県,北海道,Large_Truck,14.8,Delayed
2023-10-19,愛知県,福岡県,Refrigerated,18.7,Delayed
2023-07-31,愛知県,広島県,Light_Van,2.4,On_Time
2023-03-26,大阪府,東京都,Refrigerated,7.5,Completed
2023-12-25,大阪府,福岡県,Medium_Truck,31.2,On_Time
2023-11-11,愛知県,宮城県,Large_Truck,23.9,Delayed
2023-06-22,宮城県,大阪府,Medium_Truck,21.9,Completed
2023-04-16,北海道,大阪府,Light_Van,16.0,Completed
2023-07-03,宮城県,愛知県,Refrigerated,7.8,On_Time
2023-08-11,愛知県,福岡県,Light_Van,23.4,Completed
2023-11-05,北海道,東京都,Refrigerated,8.1,Completed
2023-05-06,北海道,愛知県,Light_Van,1.3,Completed
2023-08-08,愛知県,大阪府,Medium_Truck,23.7,On_Time
2024-01-05,東京都,大阪府,Large_Truck,18.4,Completed
2023-11-23,広島県,福岡県,Large_Truck,2.3,Completed
2023-11-16,北海道,愛知県,Large_Truck,17.3,On_Time
2023-10-26,広島県,大阪府,Refrigerated,1.2,Delayed
2023-04-28,北海道,宮城県,Large_Truck,3.6,Delayed
2023-08-26,大阪府,広島県,Refrigerated,17.7,On_Time
2023-05-06,北海道,広島県,Light_Van,24.2,On_Time
2023-10-08,宮城県,大阪府,Refrigerated,15.2,Completed
2024-01-20,大阪府,北海道,Large_Truck,18.6,On_Time
2023-11-09,北海道,東京都,Large_Truck,9.6,Completed
2023-08-12,北海道,宮城県,Light_Van,21.7,On_Time
2023-03-05,東京都,大阪府,Refrigerated,2.0,Delayed
2023-08-15,福岡県,愛知県,Refrigerated,1.7,Completed
2023-08-26,広島県,福岡県,Large_Truck,18.2,Delayed
2023-02-05,福岡県,北海道,Light_Van,20.3,On_Time
2024-01-07,大阪府,東京都,Medium_Truck,4.7,Delayed
2023-11-16,広島県,北海道,Refrigerated,4.2,Delayed
2023-04-05,東京都,宮城県,Light_Van,21.2,On_Time
2023-02-26,北海道,宮城県,Light_Van,21.3,Delayed
2023-11-01,広島県,東京都,Large_Truck,1.4,On_Time
2023-07-10,宮城県,大阪府,Light_Van,2.7,Delayed
2023-04-03,宮城県,東京都,Large_Truck,14.3,Delayed
2023-01-27,大阪府,東京都,Medium_Truck,5.1,Delayed
2023-05-03,広島県,愛知県,Large_Truck,4.8,Delayed
2023-11-06,大阪府,東京都,Light_Van,8.6,On_Time
2023-08-08,愛知県,東京都,Light_Van,17.6,On_Time
2023-10-20,愛知県,東京都,Large_Truck,10.0,On_Time
2023-06-13,福岡県,東京都,Medium_Truck,24.8,Delayed
2023-06-30,宮城県,大阪府,Large_Truck,11.7,On_Time
2023-03-31,宮城県,広島県,Light_Van,30.5,Completed
2023-03-06,大阪府,宮城県,Medium_Truck,25.9,Completed
2023-08-26,東京都,宮城県,Refrigerated,14.2,Completed
2023-02-26,福岡県,広島県,Large_Truck,22.3,Completed
2023-11-10,愛知県,福岡県,Medium_Truck,6.5,Completed
2023-06-14,宮城県,広島県,Large_Truck,9.3,Delayed
2023-08-02,広島県,宮城県,Light_Van,13.1,On_Time
2023-11-13,東京都,広島県,Refrigerated,1.1,Delayed
2023-06-30,大阪府,愛知県,Refrigerated,2.8,On_Time
2023-10-29,東京都,宮城県,Refrigerated,17.6,On_Time
2023-04-05,福岡県,大阪府,Large_Truck,8.5,Delayed
2023-04-08,宮城県,北海道,Light_Van,20.1,Delayed
2023-09-28,東京都,大阪府,Large_Truck,14.5,On_Time
2023-08-25,北海道,福岡県,Light_Van,11.1,Completed
2023-06-18,宮城県,東京都,Large_Truck,6.5,On_Time
2023-11-10,福岡県,宮城県,Refrigerated,14.2,Delayed
2023-05-24,福岡県,宮城県,Refrigerated,3.4,On_Time
2023-08-09,広島県,大阪府,Refrigerated,17.1,Completed
2023-11-20,愛知県,福岡県,Medium_Truck,16.4,Delayed
2024-01-17,大阪府,広島県,Light_Van,11.0,Completed
2023-05-23,福岡県,北海道,Refrigerated,11.4,On_Time
2023-03-20,宮城県,愛知県,Large_Truck,31.0,Delayed
2023-06-27,北海道,愛知県,Medium_Truck,17.3,Delayed
2023-07-24,広島県,東京都,Light_Van,1.5,On_Time
2023-06-15,広島県,大阪府,Medium_Truck,18.8,Delayed
2023-09-18,東京都,愛知県,Light_Van,14.7,On_Time
2023-01-28,福岡県,大阪府,Large_Truck,13.5,Delayed
2023-03-21,宮城県,福岡県,Medium_Truck,35.4,On_Time
2023-11-15,広島県,東京都,Refrigerated,20.4,On_Time
2023-11-28,大阪府,宮城県,Medium_Truck,15.5,On_Time
2023-03-11,福岡県,愛知県,Large_Truck,18.3,Completed
2023-04-01,東京都,福岡県,Light_Van,6.6,Completed
2023-12-12,北海道,宮城県,Light_Van,7.7,On_Time
2024-01-02,東京都,宮城県,Light_Van,11.6,On_Time
2023-08-27,東京都,愛知県,Large_Truck,14.7,Delayed
2023-03-08,福岡県,宮城県,Refrigerated,31.1,Completed
2023-10-17,広島県,北海道,Medium_Truck,7.9,On_Time
2023-01-03,東京都,福岡県,Medium_Truck,15.7,Delayed
2023-11-29,北海道,愛知県,Refrigerated,12.0,On_Time
2023-07-23,東京都,愛知県,Large_Truck,24.1,On_Time
2023-04-03,宮城県,広島県,Large_Truck,8.1,Delayed
2024-01-06,大阪府,福岡県,Refrigerated,20.1,Delayed
2023-09-04,大阪府,広島県,Refrigerated,1.5,Completed
2023-04-20,福岡県,広島県,Large_Truck,23.5,Delayed
2023-08-12,宮城県,広島県,Medium_Truck,13.0,Completed
2023-11-05,大阪府,広島県,Large_Truck,8.6,Delayed
2023-04-24,福岡県,東京都,Large_Truck,2.9,On_Time
2023-08-30,宮城県,福岡県,Large_Truck,14.6,Completed
2023-01-17,福岡県,愛知県,Refrigerated,11.3,On_Time
2023-10-20,大阪府,北海道,Refrigerated,8.6,Delayed
2023-02-01,愛知県,北海道,Light_Van,19.8,On_Time
2023-08-13,東京都,福岡県,Light_Van,5.2,Completed
2023-11-13,宮城県,北海道,Medium_Truck,5.0,Delayed
2023-03-19,東京都,大阪府,Refrigerated,28.5,Delayed
2023-08-08,福岡県,宮城県,Medium_Truck,3.1,Delayed
2023-12-09,北海道,宮城県,Large_Truck,36.9,On_Time
2024-02-03,愛知県,東京都,Large_Truck,6.0,On_Time
2023-10-26,愛知県,北海道,Large_Truck,3.1,Completed
2023-02-21,宮城県,東京都,Large_Truck,4.6,Delayed
2023-03-11,広島県,北海道,Refrigerated,34.9,On_Time
2023-04-29,北海道,大阪府,Medium_Truck,18.7,Completed
2023-03-19,福岡県,北海道,Medium_Truck,22.9,Delayed
2023-07-03,東京都,福岡県,Medium_Truck,6.6,On_Time
2023-07-18,広島県,愛知県,Refrigerated,17.8,Delayed
2023-12-12,東京都,宮城県,Medium_Truck,19.3,Completed
2023-09-04,宮城県,大阪府,Large_Truck,6.7,Completed
2023-07-21,大阪府,愛知県,Light_Van,6.5,Delayed
2024-01-27,愛知県,福岡県,Large_Truck,9.6,Delayed
2023-09-13,東京都,宮城県,Light_Van,23.9,Completed
2023-02-07,宮城県,広島県,Light_Van,2.4,Delayed
2023-04-05,大阪府,愛知県,Refrigerated,14.5,On_Time
2024-01-22,東京都,愛知県,Refrigerated,10.4,On_Time
2023-12-21,福岡県,愛知県,Light_Van,34.5,Completed
2023-05-29,福岡県,宮城県,Medium_Truck,11.4,Completed
2023-10-09,東京都,広島県,Refrigerated,16.2,Completed
2023-07-12,東京都,広島県,Large_Truck,13.3,On_Time
2023-07-11,宮城県,福岡県,Light_Van,13.9,Completed
2024-01-15,広島県,北海道,Light_Van,1.4,Completed
2023-11-30,愛知県,福岡県,Medium_Truck,15.9,Completed
2023-10-03,北海道,愛知県,Refrigerated,7.7,On_Time
2023-09-22,東京都,北海道,Large_Truck,10.6,Completed
2023-11-01,大阪府,北海道,Light_Van,14.9,Delayed
2023-03-03,福岡県,大阪府,Large_Truck,2.5,On_Time
2023-09-21,東京都,北海道,Light_Van,23.1,Delayed
2023-05-02,北海道,宮城県,Light_Van,11.4,Delayed
2023-11-25,北海道,福岡県,Refrigerated,13.3,Delayed
2023-11-28,東京都,大阪府,Large_Truck,2.2,On_Time
2023-03-21,宮城県,福岡県,Refrigerated,26.6,Completed
2023-12-03,東京都,北海道,Refrigerated,11.7,Completed
2023-07-02,広島県,東京都,Medium_Truck,19.6,Completed
2023-02-22,東京都,福岡県,Large_Truck,1.4,Completed
2023-05-04,愛知県,北海道,Light_Van,12.5,On_Time
2023-04-20,広島県,大阪府,Refrigerated,12.4,Delayed
2024-01-16,福岡県,宮城県,Refrigerated,22.3,Delayed
2024-01-21,東京都,宮城県,Medium_Truck,21.8,Completed
2024-02-04,北海道,広島県,Large_Truck,9.2,Delayed
2024-01-10,広島県,福岡県,Refrigerated,6.2,Delayed
2023-10-22,宮城県,愛知県,Medium_Truck,15.4,Delayed
2023-02-09,東京都,愛知県,Refrigerated,8.9,Delayed
2023-12-04,東京都,福岡県,Light_Van,5.4,On_Time
2023-03-28,北海道,宮城県,Medium_Truck,32.1,Delayed
2023-09-03,宮城県,東京都,Refrigerated,13.7,Delayed
2023-09-10,東京都,広島県,Refrigerated,17.3,Delayed
2023-09-05,福岡県,宮城県,Refrigerated,3.1,Delayed
2023-07-08,広島県,愛知県,Large_Truck,5.3,On_Time
2023-07-01,宮城県,愛知県,Refrigerated,6.5,On_Time
2023-09-01,北海道,大阪府,Large_Truck,14.0,Delayed
2023-10-19,北海道,広島県,Medium_Truck,17.5,On_Time
2023-01-25,広島県,愛知県,Large_Truck,15.3,Delayed
2024-01-30,愛知県,北海道,Refrigerated,7.8,Completed
2023-01-01,宮城県,大阪府,Large_Truck,3.6,Completed
2024-01-23,愛知県,福岡県,Medium_Truck,4.9,Delayed
2024-01-25,東京都,愛知県,Large_Truck,1.6,Delayed
2023-07-20,東京都,愛知県,Large_Truck,7.9,On_Time
2023-03-13,大阪府,愛知県,Refrigerated,29.5,Completed
2023-03-10,愛知県,宮城県,Large_Truck,21.5,Delayed
2023-01-04,宮城県,大阪府,Light_Van,16.6,Delayed
2023-01-23,福岡県,東京都,Large_Truck,9.5,Delayed
2023-07-30,広島県,東京都,Refrigerated,16.0,Completed
2023-08-11,北海道,広島県,Medium_Truck,4.6,On_Time
2023-12-16,宮城県,東京都,Light_Van,22.7,Delayed
2023-11-12,宮城県,北海道,Large_Truck,8.2,Delayed
2023-03-31,北海道,愛知県,Refrigerated,6.6,Completed
2023-03-24,宮城県,広島県,Large_Truck,26.8,Completed
2023-05-21,東京都,広島県,Refrigerated,21.2,Completed
2023-10-25,愛知県,広島県,Light_Van,3.6,Delayed
2023-05-07,愛知県,宮城県,Large_Truck,2.8,Delayed
2023-06-07,福岡県,東京都,Medium_Truck,13.7,On_Time
2023-04-09,愛知県,北海道,Light_Van,3.8,On_Time
2023-11-14,広島県,宮城県,Refrigerated,7.3,Delayed
2023-12-18,北海道,東京都,Refrigerated,7.3,Completed
2024-01-05,北海道,福岡県,Light_Van,5.1,Delayed
2023-02-06,大阪府,愛知県,Light_Van,4.5,Delayed
2024-01-07,広島県,福岡県,Refrigerated,4.9,On_Time
2023-08-06,愛知県,東京都,Large_Truck,16.8,On_Time
2023-10-16,福岡県,宮城県,Large_Truck,20.1,Delayed
2023-08-10,大阪府,愛知県,Refrigerated,23.9,Completed
2023-07-28,福岡県,愛知県,Light_Van,19.3,On_Time
2023-11-02,大阪府,宮城県,Large_Truck,18.7,On_Time
2023-11-09,宮城県,愛知県,Large_Truck,6.0,Completed
2023-09-03,東京都,北海道,Medium_Truck,17.5,Delayed
2023-08-12,北海道,宮城県,Light_Van,12.0,On_Time
2023-07-15,大阪府,北海道,Light_Van,12.7,Completed
2023-04-13,福岡県,広島県,Large_Truck,3.7,On_Time
2023-08-20,福岡県,愛知県,Medium_Truck,8.5,On_Time
2023-12-28,広島県,愛知県,Light_Van,8.6,Delayed
2023-08-29,宮城県,愛知県,Light_Van,14.1,Delayed
2023-11-27,北海道,愛知県,Medium_Truck,17.8,On_Time
2023-06-11,宮城県,北海道,Refrigerated,13.9,On_Time
2023-09-13,大阪府,福岡県,Large_Truck,4.9,Completed
2023-05-27,東京都,福岡県,Large_Truck,18.0,Completed
2023-06-29,大阪府,宮城県,Light_Van,5.3,On_Time
2023-06-06,宮城県,福岡県,Medium_Truck,10.5,Delayed
2023-05-08,大阪府,東京都,Large_Truck,16.4,Completed
2023-01-19,北海道,宮城県,Refrigerated,10.3,Delayed
2023-04-10,福岡県,北海道,Light_Van,10.6,Delayed
2023-11-23,東京都,福岡県,Medium_Truck,4.8,Delayed
2023-12-01,広島県,東京都,Refrigerated,33.5,Delayed
2023-07-17,福岡県,北海道,Medium_Truck,3.6,On_Time
2023-06-09,宮城県,東京都,Large_Truck,4.2,On_Time
2023-10-11,広島県,宮城県,Refrigerated,10.8,On_Time
2023-11-07,東京都,愛知県,Refrigerated,10.7,Delayed
2023-09-25,宮城県,東京都,Medium_Truck,16.7,On_Time
2024-01-18,福岡県,北海道,Light_Van,18.8,Completed
2023-08-17,北海道,宮城県,Light_Van,7.9,Delayed
2023-11-30,福岡県,北海道,Large_Truck,22.6,On_Time
2023-10-24,愛知県,福岡県,Refrigerated,20.8,On_Time
2023-03-14,広島県,愛知県,Large_Truck,13.5,Delayed
2023-04-08,愛知県,宮城県,Medium_Truck,9.2,On_Time
2023-08-01,宮城県,愛知県,Medium_Truck,11.3,On_Time
2023-10-16,福岡県,東京都,Refrigerated,7.0,On_Time
2023-05-22,福岡県,宮城県,Refrigerated,4.7,Delayed
2023-05-17,東京都,大阪府,Refrigerated,4.4,Delayed
2023-03-27,宮城県,東京都,Refrigerated,19.0,Delayed
2023-04-16,愛知県,東京都,Light_Van,13.9,Completed
2023-11-08,北海道,愛知県,Refrigerated,23.0,Delayed
2023-09-29,東京都,広島県,Refrigerated,15.2,Delayed
2023-11-15,東京都,愛知県,Light_Van,1.9,Delayed
2023-02-10,福岡県,大阪府,Medium_Truck,4.1,On_Time
2023-09-29,福岡県,宮城県,Light_Van,23.8,On_Time
2023-11-26,広島県,愛知県,Refrigerated,14.8,On_Time
2023-10-07,北海道,広島県,Refrigerated,4.9,On_Time
2023-05-25,大阪府,広島県,Medium_Truck,15.3,Delayed
2023-09-29,大阪府,北海道,Medium_Truck,18.7,Delayed
2023-09-03,福岡県,東京都,Large_Truck,11.8,Delayed
2023-03-01,北海道,広島県,Light_Van,31.7,Completed
2023-03-20,宮城県,北海道,Large_Truck,34.2,Delayed
2023-03-29,広島県,大阪府,Large_Truck,31.4,On_Time
2023-01-22,東京都,広島県,Light_Van,5.7,Delayed
2023-03-05,北海道,東京都,Light_Van,29.1,Delayed
2023-05-30,大阪府,広島県,Medium_Truck,8.0,On_Time
2023-08-16,広島県,愛知県,Large_Truck,22.8,Delayed
2023-09-12,大阪府,広島県,Light_Van,24.6,Completed
2023-04-26,宮城県,北海道,Large_Truck,12.1,Completed
2023-01-23,広島県,愛知県,Large_Truck,2.7,On_Time
2023-05-08,大阪府,東京都,Refrigerated,7.0,On_Time
2023-09-06,広島県,大阪府,Large_Truck,1.3,Completed
2023-05-18,愛知県,東京都,Refrigerated,8.9,Delayed
2023-02-12,愛知県,大阪府,Medium_Truck,14.5,Delayed
2023-01-31,愛知県,大阪府,Light_Van,22.2,Completed
2023-01-04,北海道,愛知県,Light_Van,11.3,Delayed
2023-01-26,北海道,愛知県,Medium_Truck,20.0,Delayed
2023-12-10,大阪府,北海道,Large_Truck,28.7,Completed
2023-12-27,愛知県,東京都,Light_Van,36.6,Delayed
2023-10-04,福岡県,東京都,Refrigerated,16.8,On_Time
2023-03-05,大阪府,東京都,Medium_Truck,13.3,Completed
2023-01-31,東京都,福岡県,Light_Van,24.0,Completed
2023-07-23,広島県,宮城県,Light_Van,5.3,Completed
2023-12-16,東京都,北海道,Large_Truck,31.7,Delayed
2023-11-10,宮城県,広島県,Medium_Truck,2.3,Completed
2023-12-14,宮城県,北海道,Light_Van,35.8,On_Time
2023-03-27,宮城県,大阪府,Light_Van,10.4,Completed
2023-04-12,宮城県,愛知県,Refrigerated,12.8,Delayed
2023-07-06,宮城県,愛知県,Medium_Truck,18.6,On_Time
2023-12-07,大阪府,東京都,Refrigerated,19.0,Completed
2023-12-25,愛知県,広島県,Light_Van,12.5,Completed
2024-02-01,愛知県,東京都,Refrigerated,10.9,Delayed
2023-06-19,北海道,広島県,Refrigerated,8.3,Completed
2023-04-27,宮城県,大阪府,Refrigerated,1.6,On_Time
2023-09-02,広島県,福岡県,Large_Truck,9.8,On_Time
2024-01-08,愛知県,北海道,Refrigerated,10.3,On_Time
2023-01-29,広島県,東京都,Medium_Truck,6.7,Delayed
2024-01-27,福岡県,東京都,Refrigerated,19.1,Completed
2023-08-28,大阪府,広島県,Refrigerated,24.6,On_Time
2023-07-29,広島県,愛知県,Light_Van,5.5,Completed
2023-02-20,大阪府,福岡県,Large_Truck,21.3,Completed
2023-10-28,東京都,宮城県,Light_Van,22.8,On_Time
2023-02-06,東京都,大阪府,Light_Van,2.1,Delayed
2023-05-10,広島県,福岡県,Large_Truck,18.0,Delayed
2023-03-09,東京都,広島県,Large_Truck,25.4,On_Time
2023-12-07,愛知県,広島県,Medium_Truck,18.4,On_Time
2023-06-09,福岡県,愛知県,Refrigerated,1.6,Completed
2023-12-31,東京都,愛知県,Medium_Truck,37.2,Completed
2023-10-14,福岡県,大阪府,Light_Van,12.2,On_Time
2023-10-17,北海道,宮城県,Medium_Truck,14.6,On_Time
2023-06-04,宮城県,愛知県,Medium_Truck,14.6,Completed
2023-10-07,広島県,東京都,Refrigerated,22.6,Delayed
2023-11-13,宮城県,大阪府,Refrigerated,15.7,On_Time
2023-11-26,福岡県,大阪府,Large_Truck,10.4,On_Time
2024-01-01,宮城県,東京都,Light_Van,4.4,On_Time
2023-08-08,福岡県,宮城県,Large_Truck,22.9,On_Time
2023-03-20,愛知県,福岡県,Large_Truck,25.8,On_Time
2023-04-05,東京都,福岡県,Large_Truck,17.4,On_Time
2024-01-15,福岡県,広島県,Light_Van,18.8,On_Time
2023-11-08,愛知県,東京都,Medium_Truck,18.0,Delayed
2023-09-03,大阪府,北海道,Light_Van,2.2,On_Time
2023-10-04,宮城県,東京都,Light_Van,5.6,Delayed
2024-01-03,広島県,宮城県,Refrigerated,20.0,Delayed
2024-01-20,福岡県,北海道,Medium_Truck,14.8,On_Time
2023-01-14,広島県,大阪府,Large_Truck,16.2,Completed
2023-05-31,北海道,東京都,Medium_Truck,1.4,On_Time
2023-10-15,福岡県,広島県,Medium_Truck,5.0,On_Time
2023-07-02,愛知県,大阪府,Refrigerated,18.3,On_Time
2023-08-02,大阪府,福岡県,Light_Van,2.6,On_Time
2023-07-22,愛知県,福岡県,Light_Van,18.4,Delayed
2023-03-14,宮城県,大阪府,Refrigerated,12.9,On_Time
2023-10-02,福岡県,愛知県,Light_Van,6.9,Delayed
2023-04-21,福岡県,北海道,Medium_Truck,2.5,Delayed
2024-01-14,東京都,福岡県,Medium_Truck,17.4,Delayed
2023-09-26,大阪府,北海道,Refrigerated,23.0,Delayed
2023-02-05,広島県,北海道,Medium_Truck,18.7,Delayed
2023-12-23,東京都,広島県,Light_Van,29.2,On_Time
2023-08-08,広島県,東京都,Large_Truck,14.6,Completed
2023-07-08,大阪府,北海道,Light_Van,9.3,Delayed
2023-02-09,宮城県,大阪府,Large_Truck,5.7,Completed
2023-01-23,東京都,福岡県,Large_Truck,24.6,Completed
2023-12-09,福岡県,北海道,Light_Van,24.4,Delayed
2023-04-13,東京都,北海道,Light_Van,2.5,Completed
2023-09-09,福岡県,広島県,Large_Truck,11.3,On_Time
2024-01-27,広島県,東京都,Light_Van,21.1,Completed
2023-07-05,宮城県,広島県,Light_Van,12.4,Delayed
2023-01-24,東京都,北海道,Refrigerated,24.6,Completed
2023-12-09,北海道,宮城県,Light_Van,34.5,On_Time
2023-03-28,愛知県,北海道,Large_Truck,6.1,Completed
2024-01-22,北海道,宮城県,Light_Van,9.8,Delayed
2023-08-22,福岡県,愛知県,Refrigerated,9.3,Delayed
2023-08-24,愛知県,宮城県,Light_Van,1.6,On_Time
2023-11-05,福岡県,北海道,Medium_Truck,13.1,Delayed
2023-07-22,大阪府,宮城県,Medium_Truck,8.6,On_Time
2023-10-26,北海道,宮城県,Light_Van,6.7,On_Time
2023-03-26,宮城県,大阪府,Large_Truck,3.8,Delayed
2023-03-19,宮城県,愛知県,Medium_Truck,18.7,Delayed
2023-01-03,大阪府,東京都,Refrigerated,13.7,On_Time
2023-05-07,広島県,大阪府,Light_Van,10.6,Delayed
2023-06-22,大阪府,愛知県,Light_Van,6.9,Completed
2023-06-30,大阪府,広島県,Refrigerated,14.5,Delayed
2023-01-01,福岡県,宮城県,Refrigerated,19.9,On_Time
2023-09-17,宮城県,福岡県,Medium_Truck,6.8,Delayed
2023-08-26,大阪府,愛知県,Medium_Truck,20.0,Completed
2023-06-13,宮城県,大阪府,Refrigerated,23.4,Delayed
2024-01-03,福岡県,北海道,Large_Truck,1.9,On_Time
2024-01-02,福岡県,大阪府,Large_Truck,10.1,Delayed
2023-01-28,愛知県,広島県,Medium_Truck,9.4,Completed
2023-09-09,愛知県,福岡県,Medium_Truck,11.6,On_Time
2023-02-23,東京都,北海道,Medium_Truck,6.0,Completed
2023-03-07,広島県,福岡県,Medium_Truck,2.3,On_Time
2023-08-07,東京都,宮城県,Refrigerated,15.1,Delayed
2023-04-15,大阪府,愛知県,Light_Van,19.5,On_Time
2024-01-08,広島県,福岡県,Light_Van,13.4,Completed
2023-05-15,宮城県,東京都,Refrigerated,13.4,Delayed
2024-01-05,北海道,宮城県,Medium_Truck,9.8,Completed
2023-01-27,宮城県,北海道,Light_Van,3.7,On_Time
2023-06-04,大阪府,愛知県,Light_Van,22.5,On_Time
2023-02-09,宮城県,愛知県,Medium_Truck,16.7,Completed
2023-03-23,北海道,宮城県,Refrigerated,2.9,Delayed
